distance_cm,weight_kg,vibration_g,vibration_x,vibration_y,vibration_z,material_flow_rate_tph,state_label,is_anomaly,fault_type,signal_dropout,bed_height_cm,true_distance_cm,true_weight_kg,gravity_accel_mps2,friction_angle_deg,effective_accel_mps2,ore_velocity_mps,hx711_electrical_noise_kg,hx711_drift_kg,mpu6050_bias_g,mpu6050_jitter_g
55.2,311.5,3.12,1.36,1.02,2.59,246.7,0,0,none,False,44.831,55.169,319.852,9.81,26.516,5.2285,2.52044,-1.0589,-7.4814,-0.05201,0.02928
58.9,292.5,3.1,0.98,1.2,2.66,242.4,0,0,none,False,40.984,59.016,289.659,9.81,26.117,5.27726,2.53217,-1.6622,4.7242,-0.05297,-0.00219
8.2,1053.0,0.22,0.1,0.09,0.17,2.3,2,0,none,False,91.86,8.14,1052.568,9.81,38.796,3.51243,0.03673,2.3612,-2.0875,0.02242,0.02901
23.9,711.5,1.28,0.55,0.48,1.07,95.6,1,0,none,False,76.261,23.739,711.009,9.81,31.319,4.61223,1.05211,2.9197,-2.4179,-0.07757,-0.02004
51.6,343.5,3.16,1.31,1.49,2.48,223.5,0,0,none,False,47.968,52.032,336.198,9.81,24.605,5.45917,2.57544,4.3689,3.0147,-0.02607,-0.02608
23.3,661.0,1.39,0.5,0.51,1.19,89.3,1,0,none,False,76.191,23.809,659.656,9.81,29.755,4.81929,1.07547,-2.7166,4.2721,0.01566,-0.03124
23.0,705.5,1.45,0.64,0.58,1.18,96.3,1,0,none,False,77.467,22.533,705.881,9.81,33.528,4.30771,1.01678,2.586,-3.1444,0.06119,0.05091
57.3,280.0,3.2,1.43,1.31,2.51,232.4,0,0,none,False,42.291,57.709,286.856,9.81,24.361,5.48802,2.58224,-1.7506,-5.1927,-0.01751,-0.00198
49.0,328.5,3.18,0.96,1.28,2.7,236.5,0,0,none,False,50.945,49.055,332.835,9.81,23.515,5.58752,2.60554,1.5094,-5.9897,0.00313,-0.0691
54.7,287.0,3.26,1.41,1.09,2.74,251.0,0,0,none,False,45.343,54.657,293.822,9.81,23.694,5.56664,2.60067,-0.8613,-6.0818,-0.02022,0.04206
49.4,340.0,3.22,1.36,1.33,2.61,253.7,0,0,none,False,50.414,49.586,346.828,9.81,22.332,5.72448,2.63728,-2.9131,-3.7546,-0.05235,-0.01192
57.6,306.0,3.15,1.34,1.2,2.57,254.3,0,0,none,False,42.222,57.778,304.597,9.81,25.859,5.30864,2.53969,-3.3485,4.6277,0.01453,-0.03337
52.4,331.0,3.13,1.17,1.08,2.7,227.6,0,0,none,False,47.798,52.202,335.727,9.81,24.874,5.42713,2.56787,2.2223,-7.034,-0.07847,0.00481
7.3,1111.5,0.22,0.09,0.06,0.17,5.0,2,0,none,False,93.046,6.954,1116.715,9.81,40.078,3.30133,0.0356,-0.3814,-4.8714,0.05441,0.007
53.7,321.0,3.23,1.25,1.0,2.78,257.0,0,0,none,False,45.438,54.562,328.086,9.81,22.392,5.71758,2.63569,-1.5757,-5.3566,-0.04737,-0.00068
57.3,260.5,3.15,1.05,1.3,2.68,239.8,0,0,none,False,42.958,57.042,264.936,9.81,23.299,5.61268,2.6114,2.8,-7.4111,-0.04797,-0.05621
41.9,386.5,3.14,1.01,1.11,2.75,223.4,0,0,none,False,58.238,41.762,390.211,9.81,25.499,5.35222,2.55009,1.1156,-4.6349,-0.01939,-0.02029
59.1,253.5,3.11,1.42,1.12,2.52,246.7,0,0,none,False,40.495,59.505,260.831,9.81,26.746,5.2002,2.51361,0.0635,-7.5018,-0.05749,0.02985
51.3,339.5,3.12,1.07,0.97,2.79,250.3,0,0,none,False,48.608,51.392,341.235,9.81,27.341,5.12654,2.49575,2.3899,-4.3321,-0.01616,0.02602
52.0,320.5,3.16,1.27,1.46,2.48,254.2,0,0,none,False,48.207,51.793,326.323,9.81,23.899,5.54256,2.59504,0.7674,-6.6888,-0.06205,-0.01338
3.5,23.5,3.74,1.34,1.24,3.22,188.5,0,1,inverted_physics,False,41.4,58.6,287.512,9.81,25.572,5.34336,2.54798,-3.3906,1.9309,0.01274,0.00528
12.0,1114.5,0.16,0.03,0.05,0.1,0.0,2,0,none,False,88.339,11.661,1119.471,9.81,35.149,4.07409,0.03955,-1.1423,-3.8981,-0.00945,0.00414
19.0,744.0,1.33,0.6,0.58,1.04,110.4,1,0,none,False,80.763,19.237,750.747,9.81,31.406,4.60051,1.05077,-0.6091,-6.0269,-0.02701,-0.02347
45.4,351.5,3.36,1.4,1.12,2.88,262.5,0,0,none,False,54.498,45.502,353.011,9.81,19.613,6.03082,2.70692,-1.5644,-0.021,-0.05938,0.05166
54.7,309.0,3.2,1.57,1.39,2.4,232.2,0,0,none,False,44.94,55.06,316.796,9.81,23.639,5.57301,2.60215,-0.2143,-7.6358,-0.05092,0.00595
25.5,715.0,1.49,0.75,0.48,1.22,99.5,1,0,none,False,74.078,25.922,712.327,9.81,30.069,4.77816,1.07087,-0.3748,2.8098,0.03995,0.04826
50.3,348.5,3.28,1.08,1.48,2.74,232.0,0,0,none,False,49.371,50.629,345.83,9.81,22.991,5.64848,2.61971,0.1931,2.5376,-0.01097,0.02877
28.1,642.0,1.41,0.48,0.51,1.17,106.8,1,0,none,False,72.093,27.907,635.885,9.81,28.628,4.96447,1.09155,0.9328,5.3999,-0.02263,0.00692
51.9,318.5,3.28,1.37,1.45,2.63,248.8,0,0,none,False,47.778,52.222,314.461,9.81,23.361,5.60552,2.60973,-1.4145,5.4083,0.01371,0.0099
25.4,669.0,1.46,0.66,0.62,1.18,108.4,1,0,none,False,74.433,25.567,665.307,9.81,30.375,4.73798,1.06636,1.7645,1.7433,0.05401,0.01133
28.7,666.0,1.35,0.49,0.52,1.13,100.5,1,0,none,False,71.635,28.365,663.047,9.81,31.58,4.57693,1.04808,-1.3388,4.3501,0.01159,-0.04233
51.2,342.0,3.17,1.52,1.01,2.61,235.3,0,0,none,False,48.904,51.096,341.768,9.81,26.487,5.23212,2.52132,0.4374,-0.0804,-0.00143,0.02614
31.6,610.0,1.42,0.54,0.68,1.15,105.9,1,0,none,False,68.88,31.12,613.653,9.81,28.934,4.92537,1.08724,-0.097,-3.4373,0.06716,-0.0681
29.9,642.5,1.4,0.68,0.51,1.09,98.9,1,0,none,False,70.389,29.611,648.201,9.81,31.574,4.57778,1.04817,1.6826,-7.5194,0.0057,0.01384
55.3,286.5,3.19,1.3,1.37,2.58,236.1,0,0,none,False,44.269,55.731,291.936,9.81,24.528,5.46823,2.57758,-1.0113,-4.5092,-0.02586,0.00314
33.4,634.5,1.36,0.53,0.61,1.04,94.1,1,0,none,False,67.022,32.978,632.768,9.81,33.659,4.28909,1.01458,-0.2173,2.0993,0.01965,0.00239
24.6,684.5,1.32,0.47,0.53,1.08,83.9,1,0,none,False,75.351,24.649,680.566,9.81,34.585,4.15637,0.99876,0.0962,3.6893,0.0103,-0.0107
59.9,263.0,3.03,0.94,1.0,2.69,235.6,0,0,none,False,40.758,59.242,266.552,9.81,27.372,5.12267,2.4948,-0.7344,-3.0261,-0.06689,-0.02078
60.3,272.0,3.11,1.17,1.38,2.53,250.7,0,0,none,False,39.961,60.039,269.773,9.81,25.492,5.35303,2.55028,2.5147,-0.3258,-0.05693,-0.01794
44.4,371.5,3.09,1.08,1.37,2.56,247.3,0,0,none,False,55.714,44.286,370.742,9.81,26.774,5.19683,2.5128,1.5163,-0.9839,-0.05473,0.01168
60.1,255.0,3.19,1.13,1.6,2.54,240.4,0,0,none,False,39.504,60.496,262.451,9.81,25.127,5.39687,2.5607,-0.2802,-7.2298,-0.01966,0.01333
8.8,1087.5,0.11,0.05,0.01,0.1,4.8,2,0,none,False,91.559,8.441,1093.182,9.81,38.404,3.57551,0.03705,-1.1043,-4.7032,-0.03972,-0.01796
57.1,293.0,3.22,1.41,1.24,2.65,242.5,0,0,none,False,42.372,57.628,295.124,9.81,24.818,5.43376,2.56944,2.0455,-4.3527,0.02118,-0.00343
6.4,1114.5,0.2,0.09,0.07,0.12,4.9,2,0,none,False,93.721,6.279,1119.384,9.81,38.364,3.58189,0.03709,-0.7056,-3.9676,0.02967,0.00584
35.7,555.5,1.49,0.67,0.53,1.25,97.2,1,0,none,False,64.347,35.653,561.324,9.81,28.765,4.94698,1.08962,0.3219,-6.2999,0.04656,0.01329
52.5,324.0,3.18,1.36,1.24,2.54,256.1,0,0,none,False,46.956,53.044,323.064,9.81,23.71,5.56468,2.60021,-0.3601,1.0732,-0.04066,-0.02182
62.3,1382.0,6.29,2.1,2.28,5.49,232.9,0,1,load_cell_drift,False,38.1,61.9,248.057,9.81,29.942,4.79486,2.41366,-1.9891,-0.7217,0.03999,-0.00456
52.6,307.5,3.26,1.29,1.25,2.77,237.3,0,0,none,False,47.842,52.158,311.207,9.81,22.933,5.65519,2.62127,0.2128,-3.8523,-0.02038,0.01251
54.9,312.5,3.07,1.52,1.49,2.18,238.4,0,0,none,False,44.89,55.11,316.873,9.81,28.847,4.93653,2.44906,0.8395,-5.4174,-0.0164,0.03085
25.2,710.0,1.38,0.71,0.6,1.0,94.9,1,0,none,False,75.191,24.809,708.968,9.81,31.8,4.54719,1.04466,0.0187,1.0108,0.03223,-0.02182
53.7,325.0,3.31,1.24,1.12,2.82,259.2,0,0,none,False,46.22,53.78,325.086,9.81,22.983,5.64943,2.61993,0.5928,-0.7299,-0.01273,0.06105
17.7,739.0,1.41,0.61,0.51,1.15,97.8,1,0,none,False,82.551,17.449,744.849,9.81,32.036,4.5149,1.04095,-0.9384,-5.1136,0.05596,-0.01279
46.9,350.0,3.22,1.19,1.56,2.59,270.5,0,0,none,False,52.122,47.878,354.522,9.81,23.967,5.53452,2.59315,0.9949,-5.2715,-0.03808,0.02356
57.9,282.0,3.26,1.55,1.51,2.41,248.6,0,0,none,False,41.562,58.438,288.95,9.81,23.584,5.57948,2.60366,-0.9606,-6.0926,-0.03082,0.04776
61.5,274.5,3.21,1.33,1.06,2.74,242.3,0,0,none,False,38.652,61.348,277.562,9.81,23.522,5.58669,2.60535,0.3007,-3.3146,-0.03584,-0.00308
32.9,577.5,1.33,0.68,0.5,1.06,112.8,1,0,none,False,66.687,33.313,579.813,9.81,30.734,4.69044,1.06099,0.4574,-2.546,-0.08,0.02163
56.5,302.5,3.14,1.38,1.22,2.51,232.8,0,0,none,False,43.605,56.395,299.14,9.81,27.312,5.1302,2.49664,-2.2537,5.5475,0.02258,0.00272
22.8,699.0,1.28,0.4,0.54,1.05,102.0,1,0,none,False,77.041,22.959,699.064,9.81,33.868,4.25942,1.01107,-1.3403,1.4029,-0.0725,0.02223
27.6,647.5,1.43,0.72,0.5,1.14,87.8,1,0,none,False,72.009,27.991,649.281,9.81,32.752,4.41631,1.02952,-0.0096,-1.8107,0.06451,0.0122
45.9,357.0,3.19,1.06,1.47,2.63,252.7,0,0,none,False,54.38,45.62,361.576,9.81,24.751,5.44183,2.57135,2.7149,-7.4086,-0.04921,0.0305
6.8,1161.5,0.12,0.05,0.03,0.09,0.5,2,0,none,False,93.587,6.413,1167.141,9.81,36.954,3.80286,0.03821,-0.6198,-5.1135,-0.02142,-0.02189
48.5,340.0,3.17,1.22,1.57,2.5,253.6,0,0,none,False,51.018,48.982,337.7,9.81,25.085,5.40194,2.5619,0.5645,1.7693,-0.02148,-0.0076
8.5,1057.5,0.12,0.01,0.08,0.1,6.4,2,0,none,False,91.9,8.1,1057.715,9.81,38.25,3.60013,0.03718,2.5326,-2.9542,0.0243,-0.06643
55.5,313.0,3.15,1.13,1.23,2.7,247.4,0,0,none,False,44.344,55.656,314.755,9.81,25.996,5.29197,2.53569,0.4249,-2.1465,-0.0372,0.02302
24.4,644.5,1.36,0.39,0.52,1.19,99.3,1,0,none,False,75.317,24.683,642.418,9.81,34.669,4.14418,0.9973,-1.5754,3.7472,0.03329,0.00991
53.8,323.0,3.32,1.49,1.29,2.64,248.9,0,0,none,False,46.45,53.55,324.268,9.81,21.45,5.82509,2.66036,-1.2732,-0.2115,-0.01213,0.01623
5.4,23.5,3.56,1.74,1.51,2.68,207.4,0,1,inverted_physics,False,35.214,64.786,235.341,9.81,24.062,5.52338,2.59054,3.0987,1.9919,0.00851,0.01051
0.0,0.0,0.0,-0.02,0.01,0.02,0.0,0,1,signal_dropout,True,51.041,48.959,352.607,9.81,26.08,5.28181,2.53326,-0.3735,-0.8465,0.04546,-0.00966
58.9,288.0,3.2,1.29,1.53,2.49,263.1,0,0,none,False,41.26,58.74,286.025,9.81,24.382,5.48563,2.58167,-0.1933,2.2673,-0.03457,0.01562
27.4,629.0,1.38,0.38,0.69,1.12,93.8,1,0,none,False,72.516,27.484,629.613,9.81,33.306,4.33895,1.02047,-1.1834,0.5017,0.04321,-0.00375
51.2,328.0,3.24,1.37,1.58,2.47,257.4,0,0,none,False,48.816,51.184,323.282,9.81,23.088,5.63725,2.61711,0.9234,3.9731,-0.04862,0.03037
63.6,255.5,3.14,1.25,1.35,2.53,267.1,0,0,none,False,37.066,62.934,254.758,9.81,25.462,5.35667,2.55115,-0.0838,0.9094,-0.06339,0.02457
9.3,1076.5,0.14,0.03,0.04,0.08,5.8,2,0,none,False,90.713,9.287,1079.18,9.81,40.323,3.26008,0.03538,-0.5808,-1.942,0.01694,-0.04108
29.1,648.5,1.49,0.68,0.55,1.16,112.4,1,0,none,False,70.781,29.219,644.851,9.81,31.222,4.62522,1.05359,1.4087,2.318,0.05912,0.0438
49.4,347.0,3.32,1.41,1.43,2.64,258.7,0,0,none,False,50.647,49.353,352.0,9.81,20.092,5.9777,2.69498,0.667,-5.4572,-0.00928,-0.02941
29.3,617.5,1.29,0.6,0.45,1.02,89.8,1,0,none,False,70.824,29.176,616.628,9.81,34.879,4.11362,0.99361,-2.3747,3.3953,0.01126,-0.02892
11.5,1005.5,0.19,0.05,0.08,0.13,6.3,2,0,none,False,88.855,11.145,1006.674,9.81,36.158,3.92402,0.03882,-0.9774,-0.1233,0.01536,0.00901
56.7,304.0,3.18,1.04,1.35,2.72,252.1,0,0,none,False,42.939,57.061,303.389,9.81,24.301,5.49518,2.58392,3.1146,-2.4414,-0.04342,-0.00081
54.0,284.5,3.04,1.35,1.2,2.42,222.3,0,0,none,False,45.98,54.02,294.774,9.81,27.913,5.05506,2.47829,-3.9957,-6.387,-0.02167,-0.0279
8.3,1086.5,0.18,0.07,0.15,0.12,2.1,2,0,none,False,91.693,8.307,1091.901,9.81,40.721,3.19256,0.03501,-2.3753,-2.8501,0.03045,-0.01711
54.8,294.5,3.31,1.05,1.06,2.98,275.4,0,0,none,False,45.557,54.443,301.295,9.81,21.746,5.79146,2.65266,0.9729,-7.5321,-0.00478,0.00754
54.3,304.5,3.08,1.34,1.46,2.34,223.3,0,0,none,False,45.778,54.222,308.978,9.81,26.499,5.23061,2.52095,1.3516,-5.8984,-0.03432,-0.02833
57.2,290.5,3.13,1.07,0.99,2.78,251.5,0,0,none,False,43.224,56.776,301.175,9.81,25.082,5.40221,2.56197,-3.0813,-7.549,-0.04638,-0.01968
21.3,683.5,1.48,0.55,0.75,1.2,105.5,1,0,none,False,79.504,20.496,690.665,9.81,28.874,4.93304,1.08809,0.3116,-7.2607,0.02876,0.02094
49.9,357.0,3.24,1.44,1.13,2.68,262.2,0,0,none,False,50.534,49.466,349.272,9.81,22.459,5.70992,2.63392,-0.2532,8.0,-0.00047,-0.03642
59.3,268.0,3.25,1.13,1.27,2.74,258.2,0,0,none,False,40.527,59.473,272.423,9.81,21.927,5.77088,2.64795,3.5032,-7.882,-0.05612,0.0055
25.3,707.0,1.21,0.56,0.45,0.98,86.9,1,0,none,False,74.685,25.315,707.079,9.81,36.264,3.90808,0.96847,-1.2345,1.2501,-0.02997,-0.04279
52.8,324.5,3.23,1.13,1.43,2.67,236.7,0,0,none,False,47.157,52.843,317.259,9.81,24.351,5.48925,2.58253,2.5473,4.8689,0.01262,-0.00323
11.7,1073.5,0.18,0.09,0.04,0.16,8.1,2,0,none,False,88.08,11.92,1077.683,9.81,37.276,3.75316,0.03796,-1.3867,-2.8367,0.04473,-0.03144
52.3,334.5,3.29,1.24,1.08,2.86,252.0,0,0,none,False,47.489,52.511,340.559,9.81,21.558,5.81287,2.65756,-1.6012,-4.5479,-0.00424,-0.01828
60.6,260.0,3.06,1.47,1.1,2.47,239.7,0,0,none,False,38.968,61.032,264.14,9.81,28.808,4.94147,2.45028,1.7282,-5.8698,-0.03779,0.03651
30.6,649.5,1.4,0.56,0.66,1.1,103.2,1,0,none,False,69.47,30.53,648.31,9.81,31.593,4.57516,1.04787,0.1561,0.9455,0.05198,-0.03119
28.0,638.5,1.26,0.41,0.45,1.14,101.1,1,0,none,False,72.245,27.755,632.793,9.81,35.937,3.95723,0.97454,0.2236,5.6702,-0.00928,-0.0206
60.6,274.5,3.16,1.05,1.36,2.71,235.2,0,0,none,False,39.526,60.474,276.475,9.81,26.385,5.24456,2.52431,1.8911,-3.8204,-0.00665,0.02022
49.4,326.5,3.14,1.54,1.56,2.28,251.6,0,0,none,False,49.897,50.103,331.853,9.81,25.814,5.31406,2.54098,0.4609,-5.5763,-0.04681,0.01809
55.9,318.5,3.11,1.13,1.08,2.72,249.4,0,0,none,False,44.106,55.894,319.872,9.81,25.228,5.38474,2.55782,-0.7257,-0.7181,-0.03675,-0.03929
53.9,292.5,2.98,1.46,1.16,2.34,222.3,0,0,none,False,46.122,53.878,296.108,9.81,28.985,4.91878,2.44465,2.4086,-6.2284,-0.04618,-0.02992
24.3,701.5,1.33,0.5,0.45,1.12,104.0,1,0,none,False,75.101,24.899,694.764,9.81,33.87,4.25916,1.01104,2.6434,3.885,0.03433,-0.04042
30.3,640.0,1.31,0.63,0.54,1.04,92.9,1,0,none,False,69.963,30.037,646.224,9.81,34.914,4.10859,0.99301,0.6763,-7.133,0.04774,-0.04571
58.6,278.0,2.9,1.28,1.43,2.18,218.5,0,0,none,False,42.077,57.923,284.394,9.81,31.568,4.57854,2.35859,-2.1311,-4.3825,-0.0445,-0.00495
54.9,291.0,3.17,1.24,1.35,2.6,261.1,0,0,none,False,45.12,54.88,298.736,9.81,23.742,5.56102,2.59935,-0.2535,-7.4685,-0.05584,-0.01231
24.2,726.0,1.46,0.69,0.71,1.06,89.2,1,0,none,False,76.632,23.368,729.297,9.81,30.516,4.71934,1.06426,-0.0036,-3.5245,0.07345,-0.01472
55.4,1356.0,6.14,1.9,2.93,5.0,235.6,0,1,load_cell_drift,False,45.467,54.533,313.876,9.81,26.215,5.2653,2.5293,0.7292,-1.9545,0.06706,0.03741
6.4,24.0,4.14,1.51,1.26,3.62,199.2,0,1,inverted_physics,False,41.818,58.182,287.754,9.81,26.694,5.20663,2.51517,0.0436,-1.9708,0.0686,0.01773
7.3,1138.0,0.16,0.08,0.07,0.12,3.3,2,0,none,False,92.834,7.166,1142.895,9.81,38.668,3.53314,0.03683,-3.2976,-1.542,0.02111,-0.02638
64.5,254.5,3.18,1.34,1.38,2.49,247.6,0,0,none,False,35.593,64.407,244.914,9.81,25.171,5.39162,2.55946,4.4454,5.144,0.00523,-0.01553
4.7,23.5,4.73,1.85,1.49,4.05,212.8,0,1,inverted_physics,False,48.053,51.947,345.951,9.81,25.415,5.36226,2.55248,-1.8926,-0.3908,0.03765,-0.00331
49.1,339.0,3.23,1.08,1.37,2.7,259.9,0,0,none,False,51.714,48.286,343.877,9.81,23.265,5.61672,2.61234,-2.4037,-2.5235,-0.0522,0.03231
57.2,287.5,3.24,1.6,1.09,2.63,259.9,0,0,none,False,42.986,57.014,279.498,9.81,21.867,5.77765,2.6495,5.5296,2.6289,-0.03246,-0.02759
55.7,284.5,3.27,1.2,1.55,2.6,260.2,0,0,none,False,44.296,55.704,292.036,9.81,22.382,5.71873,2.63595,-0.2597,-7.3135,-0.00442,-0.0056
22.8,734.5,1.44,0.6,0.54,1.19,94.5,1,0,none,False,77.256,22.744,731.735,9.81,30.905,4.66771,1.05842,-0.3181,2.8518,0.05837,-0.00983
10.9,1081.5,0.22,0.07,0.08,0.18,3.3,2,0,none,False,88.81,11.19,1083.441,9.81,37.611,3.70092,0.0377,-0.3212,-1.5164,0.0159,0.04322
16.4,719.5,1.32,0.44,0.49,1.13,108.4,1,0,none,False,83.562,16.438,713.539,9.81,31.17,4.63219,1.05438,2.2623,3.7922,-0.02892,-0.03825
23.2,667.0,1.36,0.51,0.65,1.06,97.9,1,0,none,False,77.198,22.802,668.91,9.81,37.474,3.72228,0.94517,3.0498,-5.0738,0.05892,0.04574
20.7,734.5,1.38,0.5,0.5,1.2,94.5,1,0,none,False,79.414,20.586,739.043,9.81,32.844,4.40355,1.02803,0.8719,-5.2747,0.05417,-0.02768
4.5,1068.0,0.19,0.03,0.07,0.18,5.1,2,0,none,False,95.886,4.114,1072.294,9.81,38.105,3.62311,0.0373,-1.5541,-2.7082,0.04752,-0.02668
0.0,0.0,0.0,0.01,-0.01,0.04,0.0,0,1,signal_dropout,True,45.578,54.422,308.642,9.81,23.814,5.55255,2.59737,-0.0687,1.6342,-0.0059,-0.01354
57.6,287.0,3.19,1.35,1.33,2.61,277.7,0,0,none,False,42.258,57.742,285.123,9.81,25.294,5.37678,2.55593,-3.0017,4.984,-0.00248,0.00398
58.1,273.5,3.16,1.34,1.04,2.64,264.3,0,0,none,False,42.2,57.8,277.765,9.81,24.428,5.48015,2.58038,-0.0918,-4.3402,-0.03417,-0.01983
33.7,601.5,1.48,0.51,0.75,1.21,106.1,1,0,none,False,66.12,33.88,604.071,9.81,27.603,5.09386,1.10568,-2.5521,0.0323,0.04154,-0.0133
56.9,264.5,3.27,1.6,1.24,2.56,248.7,0,0,none,False,43.318,56.682,267.942,9.81,22.719,5.67993,2.627,-0.0352,-3.2846,-0.01486,0.00929
56.9,308.0,3.26,1.31,1.43,2.65,248.3,0,0,none,False,42.555,57.445,304.194,9.81,23.415,5.59924,2.60827,-0.8149,4.4769,-0.00554,0.0165
59.8,247.0,3.06,1.07,1.49,2.39,233.5,0,0,none,False,39.775,60.225,247.816,9.81,28.504,4.98028,2.45989,2.5966,-3.1933,-0.04119,0.02863
55.4,313.0,3.27,1.0,1.59,2.66,264.6,0,0,none,False,44.727,55.273,311.38,9.81,23.3,5.61257,2.61137,1.7216,0.0514,-0.01982,0.03241
50.1,319.0,3.29,1.48,1.59,2.49,235.8,0,0,none,False,48.95,51.05,318.613,9.81,21.817,5.78342,2.65082,-1.8879,2.4901,-0.02835,0.01266
56.5,278.5,3.05,1.25,1.06,2.58,220.9,0,0,none,False,43.543,56.457,280.923,9.81,26.783,5.19569,2.51252,0.1716,-2.373,-0.01887,-0.06824
28.1,638.0,1.46,0.42,0.45,1.29,105.4,1,0,none,False,72.061,27.939,637.387,9.81,31.526,4.58428,1.04892,1.9005,-1.1566,0.06089,0.01905
49.8,337.0,3.16,1.29,0.98,2.73,246.1,0,0,none,False,50.424,49.576,342.855,9.81,23.499,5.58941,2.60598,-1.0381,-5.0031,-0.0389,-0.04767
51.0,343.5,3.11,1.19,1.04,2.66,252.0,0,0,none,False,49.743,50.257,338.763,9.81,27.35,5.12548,2.49549,0.3235,4.2583,0.01966,-0.02375
16.1,813.0,1.46,0.7,0.48,1.17,102.4,1,0,none,False,83.665,16.335,819.992,9.81,28.82,4.94002,1.08885,0.7607,-7.5152,0.04225,-0.01207
64.5,240.5,3.2,1.26,1.02,2.8,232.2,0,0,none,False,35.203,64.797,250.372,9.81,24.235,5.50294,2.58574,-2.4759,-7.6023,-0.04716,0.02822
46.3,349.5,3.21,0.98,1.21,2.8,240.0,0,0,none,False,53.773,46.227,358.022,9.81,23.604,5.57718,2.60313,-1.302,-7.2675,-0.06577,0.03299
55.3,292.0,3.17,0.98,1.14,2.81,257.3,0,0,none,False,45.237,54.763,298.575,9.81,23.467,5.59313,2.60685,-0.6855,-5.8294,-0.04255,-0.03736
57.4,280.0,3.13,1.17,1.07,2.7,249.9,0,0,none,False,43.437,56.563,287.591,9.81,25.876,5.30657,2.53919,-3.6157,-3.8629,-0.0389,0.0029
7.8,1082.0,0.12,0.06,0.06,0.09,5.4,2,0,none,False,92.09,7.91,1081.545,9.81,39.565,3.3868,0.03606,5.2187,-4.5508,-0.03971,-0.00809
62.4,218.5,3.07,1.45,1.39,2.31,236.8,0,0,none,False,37.263,62.737,227.34,9.81,25.891,5.30474,2.53875,-2.3328,-6.3708,-0.06646,-0.03331
5.3,26.5,3.93,1.88,1.4,3.16,202.9,0,1,inverted_physics,False,47.095,52.905,310.386,9.81,26.448,5.23686,2.52246,0.8862,-1.755,0.0781,0.02656
60.0,279.5,3.34,1.4,1.48,2.62,244.5,0,0,none,False,40.337,59.663,286.105,9.81,20.804,5.898,2.67695,-3.1544,-3.4979,0.02859,-0.02007
49.1,326.0,3.21,1.46,1.22,2.57,243.5,0,0,none,False,50.876,49.124,326.471,9.81,24.838,5.43143,2.56889,-1.0964,0.7389,-0.0422,0.04872
48.9,350.5,3.13,1.15,1.22,2.67,251.6,0,0,none,False,50.733,49.267,346.996,9.81,24.281,5.4975,2.58447,2.3065,0.962,-0.06931,-0.01886
63.6,239.5,2.97,1.14,1.11,2.48,254.4,0,0,none,False,35.994,64.006,243.236,9.81,28.267,5.01036,2.4673,-1.4472,-2.4879,-0.04239,-0.07055
24.1,673.0,1.48,0.48,0.63,1.22,98.9,1,0,none,False,75.796,24.204,675.576,9.81,28.967,4.92116,1.08677,-2.7541,0.1017,0.04381,0.00795
63.1,254.5,3.22,1.35,1.06,2.75,234.0,0,0,none,False,37.206,62.794,264.263,9.81,23.443,5.59594,2.6075,-4.0638,-5.4702,-0.01766,-0.01334
8.0,1090.0,0.18,0.07,0.06,0.16,3.7,2,0,none,False,92.053,7.947,1092.996,9.81,39.223,3.44298,0.03636,-0.1524,-2.7619,0.02298,-0.00694
54.1,291.5,3.19,1.41,1.41,2.47,246.0,0,0,none,False,45.804,54.196,293.813,9.81,23.492,5.59018,2.60616,2.142,-4.278,-0.04513,-0.01235
56.5,1345.0,6.14,2.04,2.45,5.24,238.8,0,1,load_cell_drift,False,43.618,56.382,313.571,9.81,26.957,5.17418,2.50731,0.698,-0.7872,0.0669,-0.0414
54.3,313.0,3.15,1.31,1.57,2.44,249.0,0,0,none,False,45.531,54.469,304.275,9.81,27.256,5.13713,2.49832,0.5453,8.0,-0.00422,0.03489
62.0,260.0,3.25,1.46,1.07,2.69,244.6,0,0,none,False,37.922,62.078,267.011,9.81,23.595,5.57816,2.60336,0.4698,-7.478,0.00396,0.00012
58.1,282.0,3.06,1.28,1.23,2.49,248.4,0,0,none,False,41.849,58.151,279.409,9.81,26.743,5.20059,2.51371,1.5127,1.1077,-0.02894,-0.04614
7.4,1103.0,0.17,0.04,0.08,0.12,6.1,2,0,none,False,92.644,7.356,1105.171,9.81,39.436,3.40813,0.03618,-0.5159,-1.8967,0.02748,-0.0206
7.9,1090.0,0.18,0.11,0.06,0.11,1.7,2,0,none,False,92.051,7.949,1092.005,9.81,39.628,3.37635,0.03601,1.1228,-2.9884,0.01525,0.00569
28.8,620.0,1.26,0.45,0.45,1.08,98.5,1,0,none,False,71.536,28.464,617.668,9.81,34.093,4.22729,1.00725,0.597,1.7818,-0.03877,-0.03262
29.4,630.0,1.29,0.53,0.53,1.11,89.9,1,0,none,False,70.921,29.079,624.339,9.81,35.746,3.98583,0.97806,2.1318,3.368,-0.02288,0.01624
22.3,727.5,1.49,0.5,0.54,1.32,95.3,1,0,none,False,78.221,21.779,731.955,9.81,29.736,4.82178,1.07574,-1.3921,-3.1194,0.0679,0.01135
52.9,325.0,3.08,1.18,1.3,2.5,233.1,0,0,none,False,47.261,52.739,322.942,9.81,27.779,5.07184,2.48239,-0.4762,2.7318,-0.02544,0.00758
